disease,urgency,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
Gastroenteritis,MEDIUM,diarrhea,abdominal pain,fever,nausea,,,,
Gastroenteritis,MEDIUM,diarrhea,abdominal pain,fever,nausea,weakness,vomiting,,
Gastroenteritis,MEDIUM,vomiting,fever,abdominal pain,,,,,
Gastroenteritis,MEDIUM,diarrhea,weakness,fever,abdominal pain,nausea,vomiting,,
Gastroenteritis,MEDIUM,fever,diarrhea,nausea,abdominal pain,,,,
Gastroenteritis,MEDIUM,nausea,vomiting,fever,abdominal pain,weakness,diarrhea,,
Gastroenteritis,MEDIUM,diarrhea,abdominal pain,fever,,,,,
Gastroenteritis,MEDIUM,abdominal pain,nausea,fever,,,,,
Gastroenteritis,MEDIUM,vomiting,weakness,diarrhea,,,,,
Gastroenteritis,MEDIUM,fever,nausea,vomiting,weakness,diarrhea,,,
Gastroenteritis,MEDIUM,fever,diarrhea,weakness,abdominal pain,vomiting,nausea,,
Gastroenteritis,MEDIUM,vomiting,fever,weakness,abdominal pain,nausea,,,
Gastroenteritis,MEDIUM,weakness,nausea,abdominal pain,diarrhea,,,,
Gastroenteritis,MEDIUM,weakness,nausea,abdominal pain,diarrhea,fever,vomiting,,
Gastroenteritis,MEDIUM,fever,vomiting,weakness,,,,,
Gastroenteritis,MEDIUM,vomiting,nausea,abdominal pain,fever,weakness,,,
Gastroenteritis,MEDIUM,abdominal pain,weakness,nausea,diarrhea,vomiting,fever,,
Gastroenteritis,MEDIUM,fever,vomiting,weakness,abdominal pain,diarrhea,nausea,,
Gastroenteritis,MEDIUM,fever,vomiting,diarrhea,nausea,,,,
Gastroenteritis,MEDIUM,nausea,abdominal pain,weakness,vomiting,fever,,,
Gastroenteritis,MEDIUM,abdominal pain,nausea,weakness,fever,diarrhea,vomiting,,
Gastroenteritis,MEDIUM,vomiting,abdominal pain,fever,nausea,,,,
Gastroenteritis,MEDIUM,nausea,weakness,abdominal pain,,,,,
Gastroenteritis,MEDIUM,weakness,fever,diarrhea,vomiting,,,,
Gastroenteritis,MEDIUM,abdominal pain,vomiting,fever,nausea,diarrhea,weakness,,
Gastroenteritis,MEDIUM,weakness,vomiting,nausea,diarrhea,fever,,,
Gastroenteritis,MEDIUM,weakness,diarrhea,abdominal pain,nausea,,,,
Gastroenteritis,MEDIUM,nausea,abdominal pain,vomiting,diarrhea,,,,
Gastroenteritis,MEDIUM,fever,abdominal pain,vomiting,nausea,,,,
Gastroenteritis,MEDIUM,nausea,weakness,vomiting,fever,abdominal pain,,,
Gastroenteritis,MEDIUM,vomiting,abdominal pain,diarrhea,fever,nausea,weakness,,
Gastroenteritis,MEDIUM,diarrhea,abdominal pain,fever,,,,,
Gastroenteritis,MEDIUM,vomiting,diarrhea,abdominal pain,,,,,
Gastroenteritis,MEDIUM,diarrhea,fever,abdominal pain,weakness,vomiting,nausea,,
Gastroenteritis,MEDIUM,nausea,diarrhea,weakness,,,,,
Gastroenteritis,MEDIUM,vomiting,abdominal pain,nausea,diarrhea,,,,
Gastroenteritis,MEDIUM,weakness,fever,abdominal pain,vomiting,,,,
Gastroenteritis,MEDIUM,vomiting,diarrhea,weakness,abdominal pain,nausea,fever,,
Gastroenteritis,MEDIUM,nausea,vomiting,fever,weakness,diarrhea,abdominal pain,,
Gastroenteritis,MEDIUM,vomiting,diarrhea,weakness,nausea,abdominal pain,fever,,
Gastroenteritis,MEDIUM,nausea,abdominal pain,diarrhea,,,,,
Gastroenteritis,MEDIUM,diarrhea,abdominal pain,fever,weakness,vomiting,nausea,,
Gastroenteritis,MEDIUM,weakness,diarrhea,abdominal pain,,,,,
Gastroenteritis,MEDIUM,weakness,vomiting,abdominal pain,fever,diarrhea,nausea,,
Gastroenteritis,MEDIUM,abdominal pain,nausea,fever,weakness,diarrhea,vomiting,,
Gastroenteritis,MEDIUM,vomiting,nausea,diarrhea,weakness,abdominal pain,,,
Asthma,MEDIUM,difficulty breathing,cough,wheezing,chest pain,fatigue,,,
Asthma,MEDIUM,cough,chest pain,wheezing,,,,,
Asthma,MEDIUM,wheezing,chest pain,fatigue,,,,,
Asthma,MEDIUM,wheezing,chest pain,fatigue,,,,,
Asthma,MEDIUM,chest pain,wheezing,fatigue,difficulty breathing,,,,
Asthma,MEDIUM,chest pain,fatigue,cough,difficulty breathing,,,,
Asthma,MEDIUM,cough,chest pain,fatigue,,,,,
Asthma,MEDIUM,wheezing,cough,fatigue,,,,,
Asthma,MEDIUM,difficulty breathing,wheezing,cough,,,,,
Asthma,MEDIUM,fatigue,cough,chest pain,difficulty breathing,wheezing,,,
Asthma,MEDIUM,wheezing,difficulty breathing,chest pain,fatigue,,,,
Asthma,MEDIUM,chest pain,fatigue,cough,wheezing,difficulty breathing,,,
Asthma,MEDIUM,chest pain,fatigue,difficulty breathing,cough,wheezing,,,
Asthma,MEDIUM,cough,chest pain,fatigue,wheezing,difficulty breathing,,,
Asthma,MEDIUM,fatigue,difficulty breathing,cough,chest pain,wheezing,,,
Asthma,MEDIUM,fatigue,difficulty breathing,cough,,,,,
Asthma,MEDIUM,fatigue,wheezing,cough,chest pain,,,,
Asthma,MEDIUM,wheezing,cough,difficulty breathing,chest pain,,,,
Asthma,MEDIUM,wheezing,fatigue,difficulty breathing,chest pain,cough,,,
Asthma,MEDIUM,chest pain,difficulty breathing,wheezing,,,,,
Asthma,MEDIUM,chest pain,cough,difficulty breathing,,,,,
Asthma,MEDIUM,cough,chest pain,difficulty breathing,fatigue,wheezing,,,
Asthma,MEDIUM,fatigue,wheezing,cough,difficulty breathing,,,,
Asthma,MEDIUM,difficulty breathing,fatigue,cough,,,,,
Asthma,MEDIUM,wheezing,chest pain,difficulty breathing,cough,,,,
Asthma,MEDIUM,fatigue,cough,wheezing,difficulty breathing,chest pain,,,
Asthma,MEDIUM,difficulty breathing,fatigue,cough,,,,,
Asthma,MEDIUM,difficulty breathing,fatigue,cough,,,,,
Asthma,MEDIUM,chest pain,fatigue,cough,wheezing,difficulty breathing,,,
Asthma,MEDIUM,difficulty breathing,chest pain,wheezing,,,,,
Asthma,MEDIUM,chest pain,wheezing,difficulty breathing,cough,,,,
Asthma,MEDIUM,fatigue,wheezing,chest pain,cough,,,,
Asthma,MEDIUM,difficulty breathing,wheezing,fatigue,cough,chest pain,,,
Asthma,MEDIUM,fatigue,chest pain,difficulty breathing,wheezing,,,,
Asthma,MEDIUM,chest pain,difficulty breathing,fatigue,,,,,
Asthma,MEDIUM,fatigue,difficulty breathing,wheezing,cough,chest pain,,,
Asthma,MEDIUM,fatigue,difficulty breathing,cough,wheezing,,,,
Asthma,MEDIUM,wheezing,chest pain,cough,fatigue,difficulty breathing,,,
Asthma,MEDIUM,cough,wheezing,difficulty breathing,chest pain,,,,
Asthma,MEDIUM,wheezing,chest pain,cough,fatigue,difficulty breathing,,,
Asthma,MEDIUM,cough,difficulty breathing,wheezing,,,,,
Asthma,MEDIUM,fatigue,wheezing,difficulty breathing,chest pain,,,,
Asthma,MEDIUM,difficulty breathing,fatigue,chest pain,cough,wheezing,,,
Asthma,MEDIUM,chest pain,cough,difficulty breathing,fatigue,wheezing,,,
Asthma,MEDIUM,wheezing,cough,difficulty breathing,chest pain,,,,
Asthma,MEDIUM,difficulty breathing,cough,chest pain,,,,,
Asthma,MEDIUM,fatigue,chest pain,cough,,,,,
Asthma,MEDIUM,wheezing,chest pain,difficulty breathing,,,,,
Asthma,MEDIUM,fatigue,wheezing,chest pain,,,,,
Asthma,MEDIUM,fatigue,difficulty breathing,chest pain,cough,,,,
Asthma,MEDIUM,chest pain,cough,difficulty breathing,wheezing,fatigue,,,
Asthma,MEDIUM,difficulty breathing,wheezing,cough,chest pain,fatigue,,,
Asthma,MEDIUM,cough,chest pain,fatigue,,,,,
Asthma,MEDIUM,difficulty breathing,wheezing,chest pain,,,,,
Asthma,MEDIUM,fatigue,wheezing,chest pain,difficulty breathing,,,,
Asthma,MEDIUM,wheezing,cough,difficulty breathing,chest pain,,,,
Asthma,MEDIUM,chest pain,difficulty breathing,cough,fatigue,,,,
Asthma,MEDIUM,cough,fatigue,chest pain,wheezing,difficulty breathing,,,
Asthma,MEDIUM,fatigue,difficulty breathing,chest pain,wheezing,cough,,,
Asthma,MEDIUM,difficulty breathing,fatigue,chest pain,wheezing,,,,
Asthma,MEDIUM,chest pain,fatigue,difficulty breathing,cough,wheezing,,,
Asthma,MEDIUM,difficulty breathing,fatigue,wheezing,,,,,
Asthma,MEDIUM,cough,wheezing,chest pain,fatigue,difficulty breathing,,,
Asthma,MEDIUM,fatigue,wheezing,cough,difficulty breathing,chest pain,,,
Asthma,MEDIUM,fatigue,wheezing,cough,chest pain,difficulty breathing,,,
Asthma,MEDIUM,fatigue,wheezing,chest pain,,,,,
Asthma,MEDIUM,fatigue,chest pain,difficulty breathing,,,,,
Asthma,MEDIUM,difficulty breathing,fatigue,wheezing,,,,,
Asthma,MEDIUM,difficulty breathing,fatigue,cough,chest pain,wheezing,,,
Asthma,MEDIUM,fatigue,cough,wheezing,chest pain,difficulty breathing,,,
Asthma,MEDIUM,cough,difficulty breathing,wheezing,fatigue,chest pain,,,
Asthma,MEDIUM,fatigue,chest pain,wheezing,cough,,,,
Asthma,MEDIUM,difficulty breathing,cough,chest pain,,,,,
Asthma,MEDIUM,chest pain,difficulty breathing,fatigue,wheezing,cough,,,
Asthma,MEDIUM,difficulty breathing,chest pain,fatigue,cough,wheezing,,,
Asthma,MEDIUM,chest pain,cough,difficulty breathing,fatigue,,,,
Asthma,MEDIUM,difficulty breathing,cough,chest pain,wheezing,fatigue,,,
Asthma,MEDIUM,wheezing,difficulty breathing,chest pain,fatigue,,,,
Asthma,MEDIUM,chest pain,cough,wheezing,fatigue,difficulty breathing,,,
Asthma,MEDIUM,cough,difficulty breathing,chest pain,,,,,
UTI,MEDIUM,weakness,abdominal pain,fatigue,fever,back pain,,,
UTI,MEDIUM,fatigue,back pain,abdominal pain,weakness,fever,,,
UTI,MEDIUM,fever,weakness,abdominal pain,back pain,,,,
UTI,MEDIUM,back pain,fever,weakness,,,,,
UTI,MEDIUM,weakness,abdominal pain,back pain,fever,,,,
UTI,MEDIUM,fatigue,back pain,abdominal pain,weakness,,,,
UTI,MEDIUM,abdominal pain,weakness,fever,back pain,,,,
UTI,MEDIUM,back pain,fever,fatigue,abdominal pain,weakness,,,
UTI,MEDIUM,fatigue,abdominal pain,fever,weakness,,,,
UTI,MEDIUM,weakness,abdominal pain,fatigue,,,,,
UTI,MEDIUM,back pain,weakness,abdominal pain,,,,,
UTI,MEDIUM,back pain,abdominal pain,weakness,,,,,
UTI,MEDIUM,weakness,back pain,fever,fatigue,,,,
UTI,MEDIUM,weakness,fever,fatigue,,,,,
UTI,MEDIUM,abdominal pain,weakness,fever,fatigue,back pain,,,
UTI,MEDIUM,abdominal pain,fatigue,fever,,,,,
UTI,MEDIUM,fatigue,abdominal pain,weakness,back pain,,,,
UTI,MEDIUM,abdominal pain,weakness,fever,back pain,fatigue,,,
UTI,MEDIUM,fatigue,weakness,back pain,fever,abdominal pain,,,
UTI,MEDIUM,back pain,weakness,abdominal pain,fatigue,fever,,,
UTI,MEDIUM,weakness,abdominal pain,fatigue,fever,,,,
UTI,MEDIUM,back pain,weakness,fever,fatigue,,,,
UTI,MEDIUM,fatigue,abdominal pain,fever,back pain,weakness,,,
UTI,MEDIUM,fatigue,weakness,abdominal pain,,,,,
UTI,MEDIUM,abdominal pain,weakness,fatigue,,,,,
UTI,MEDIUM,abdominal pain,fatigue,fever,,,,,
UTI,MEDIUM,fever,back pain,weakness,fatigue,,,,
UTI,MEDIUM,fever,fatigue,abdominal pain,,,,,
UTI,MEDIUM,weakness,back pain,fatigue,fever,abdominal pain,,,
UTI,MEDIUM,abdominal pain,back pain,fatigue,weakness,,,,
UTI,MEDIUM,back pain,fatigue,weakness,fever,,,,
UTI,MEDIUM,fatigue,abdominal pain,weakness,back pain,,,,
UTI,MEDIUM,fever,fatigue,back pain,weakness,abdominal pain,,,
UTI,MEDIUM,weakness,fever,fatigue,,,,,
UTI,MEDIUM,fever,fatigue,back pain,abdominal pain,weakness,,,
UTI,MEDIUM,back pain,weakness,abdominal pain,,,,,
UTI,MEDIUM,fever,weakness,back pain,fatigue,abdominal pain,,,
UTI,MEDIUM,back pain,weakness,fever,fatigue,abdominal pain,,,
UTI,MEDIUM,fatigue,abdominal pain,back pain,weakness,fever,,,
UTI,MEDIUM,fatigue,abdominal pain,weakness,fever,,,,
UTI,MEDIUM,abdominal pain,weakness,back pain,fatigue,fever,,,
UTI,MEDIUM,fever,abdominal pain,fatigue,weakness,,,,
UTI,MEDIUM,fatigue,abdominal pain,weakness,,,,,
UTI,MEDIUM,abdominal pain,weakness,fatigue,fever,back pain,,,
UTI,MEDIUM,back pain,fever,weakness,fatigue,,,,
UTI,MEDIUM,weakness,fever,fatigue,back pain,abdominal pain,,,
UTI,MEDIUM,weakness,back pain,fever,,,,,
UTI,MEDIUM,back pain,weakness,abdominal pain,fever,fatigue,,,
UTI,MEDIUM,abdominal pain,fatigue,fever,weakness,back pain,,,
UTI,MEDIUM,fever,fatigue,abdominal pain,back pain,,,,
UTI,MEDIUM,abdominal pain,weakness,fatigue,back pain,,,,
UTI,MEDIUM,back pain,fatigue,weakness,abdominal pain,fever,,,
UTI,MEDIUM,abdominal pain,weakness,fever,back pain,,,,
UTI,MEDIUM,fatigue,fever,weakness,back pain,abdominal pain,,,
UTI,MEDIUM,back pain,fatigue,weakness,abdominal pain,,,,
UTI,MEDIUM,fever,back pain,abdominal pain,weakness,,,,
UTI,MEDIUM,back pain,fatigue,abdominal pain,,,,,
UTI,MEDIUM,weakness,fever,fatigue,abdominal pain,back pain,,,
UTI,MEDIUM,fever,fatigue,abdominal pain,weakness,back pain,,,
UTI,MEDIUM,fatigue,weakness,abdominal pain,back pain,fever,,,
UTI,MEDIUM,fatigue,back pain,abdominal pain,,,,,
UTI,MEDIUM,abdominal pain,back pain,fever,weakness,fatigue,,,
UTI,MEDIUM,abdominal pain,weakness,back pain,,,,,
UTI,MEDIUM,fever,back pain,weakness,,,,,
UTI,MEDIUM,fever,weakness,fatigue,abdominal pain,,,,
UTI,MEDIUM,back pain,weakness,fatigue,fever,,,,
UTI,MEDIUM,fatigue,fever,back pain,weakness,abdominal pain,,,
UTI,MEDIUM,weakness,fatigue,fever,back pain,abdominal pain,,,
UTI,MEDIUM,weakness,fever,abdominal pain,,,,,
UTI,MEDIUM,fever,abdominal pain,fatigue,back pain,,,,
UTI,MEDIUM,back pain,weakness,abdominal pain,,,,,
UTI,MEDIUM,back pain,weakness,fatigue,fever,,,,
UTI,MEDIUM,abdominal pain,weakness,fatigue,back pain,fever,,,
UTI,MEDIUM,fatigue,abdominal pain,fever,back pain,,,,
UTI,MEDIUM,fatigue,abdominal pain,fever,back pain,,,,
UTI,MEDIUM,abdominal pain,weakness,fatigue,fever,back pain,,,
UTI,MEDIUM,fever,weakness,back pain,abdominal pain,fatigue,,,
UTI,MEDIUM,fatigue,fever,weakness,back pain,,,,
UTI,MEDIUM,back pain,fatigue,weakness,abdominal pain,fever,,,
UTI,MEDIUM,fatigue,weakness,fever,abdominal pain,,,,
Drug Reaction,MEDIUM,itching,skin rash,vomiting,fever,,,,
Drug Reaction,MEDIUM,itching,vomiting,skin rash,,,,,
Drug Reaction,MEDIUM,weakness,fever,vomiting,skin rash,itching,,,
Drug Reaction,MEDIUM,weakness,fever,vomiting,,,,,
Drug Reaction,MEDIUM,itching,fever,weakness,vomiting,,,,
Drug Reaction,MEDIUM,itching,fever,weakness,,,,,
Drug Reaction,MEDIUM,itching,fever,skin rash,,,,,
Drug Reaction,MEDIUM,vomiting,weakness,skin rash,fever,itching,,,
Drug Reaction,MEDIUM,vomiting,itching,fever,,,,,
Drug Reaction,MEDIUM,skin rash,itching,weakness,,,,,
Drug Reaction,MEDIUM,skin rash,itching,fever,,,,,
Drug Reaction,MEDIUM,itching,skin rash,fever,,,,,
Drug Reaction,MEDIUM,vomiting,weakness,itching,,,,,
Drug Reaction,MEDIUM,weakness,itching,skin rash,vomiting,,,,
Drug Reaction,MEDIUM,itching,vomiting,skin rash,weakness,fever,,,
Drug Reaction,MEDIUM,fever,vomiting,skin rash,,,,,
Drug Reaction,MEDIUM,itching,vomiting,skin rash,weakness,,,,
Drug Reaction,MEDIUM,itching,skin rash,fever,vomiting,,,,
Drug Reaction,MEDIUM,skin rash,fever,itching,weakness,,,,
Drug Reaction,MEDIUM,skin rash,itching,vomiting,weakness,fever,,,
Drug Reaction,MEDIUM,skin rash,itching,weakness,fever,vomiting,,,
Drug Reaction,MEDIUM,fever,vomiting,skin rash,weakness,itching,,,
Drug Reaction,MEDIUM,vomiting,weakness,skin rash,itching,fever,,,
Drug Reaction,MEDIUM,vomiting,itching,weakness,fever,skin rash,,,
Drug Reaction,MEDIUM,vomiting,itching,skin rash,fever,,,,
Drug Reaction,MEDIUM,weakness,vomiting,skin rash,fever,itching,,,
Drug Reaction,MEDIUM,itching,weakness,skin rash,,,,,
Drug Reaction,MEDIUM,weakness,itching,vomiting,skin rash,fever,,,
Drug Reaction,MEDIUM,vomiting,fever,skin rash,itching,,,,
Drug Reaction,MEDIUM,fever,weakness,itching,skin rash,vomiting,,,
Drug Reaction,MEDIUM,fever,vomiting,itching,skin rash,,,,
Drug Reaction,MEDIUM,weakness,vomiting,skin rash,itching,,,,
Drug Reaction,MEDIUM,itching,weakness,fever,skin rash,vomiting,,,
Drug Reaction,MEDIUM,weakness,skin rash,vomiting,itching,,,,
Drug Reaction,MEDIUM,skin rash,vomiting,fever,,,,,
Drug Reaction,MEDIUM,skin rash,fever,weakness,vomiting,itching,,,
Drug Reaction,MEDIUM,weakness,itching,fever,,,,,
Drug Reaction,MEDIUM,vomiting,fever,itching,skin rash,weakness,,,
Drug Reaction,MEDIUM,fever,vomiting,skin rash,,,,,
Drug Reaction,MEDIUM,weakness,fever,skin rash,vomiting,itching,,,
Drug Reaction,MEDIUM,itching,skin rash,vomiting,weakness,fever,,,
Drug Reaction,MEDIUM,vomiting,weakness,skin rash,itching,,,,
Drug Reaction,MEDIUM,itching,vomiting,skin rash,,,,,
Drug Reaction,MEDIUM,itching,fever,vomiting,skin rash,weakness,,,
Drug Reaction,MEDIUM,skin rash,vomiting,itching,,,,,
Drug Reaction,MEDIUM,vomiting,weakness,itching,fever,,,,
Drug Reaction,MEDIUM,fever,itching,skin rash,vomiting,weakness,,,
Drug Reaction,MEDIUM,weakness,skin rash,vomiting,fever,,,,
Drug Reaction,MEDIUM,skin rash,vomiting,itching,fever,,,,
Drug Reaction,MEDIUM,itching,skin rash,vomiting,weakness,fever,,,
Drug Reaction,MEDIUM,weakness,itching,skin rash,fever,vomiting,,,
Drug Reaction,MEDIUM,itching,skin rash,fever,vomiting,weakness,,,
Drug Reaction,MEDIUM,itching,vomiting,fever,skin rash,weakness,,,
Drug Reaction,MEDIUM,fever,itching,weakness,skin rash,vomiting,,,
Drug Reaction,MEDIUM,itching,vomiting,skin rash,weakness,fever,,,
Drug Reaction,MEDIUM,weakness,fever,vomiting,skin rash,,,,
Drug Reaction,MEDIUM,skin rash,weakness,fever,vomiting,itching,,,
Drug Reaction,MEDIUM,vomiting,fever,itching,,,,,
Drug Reaction,MEDIUM,itching,vomiting,weakness,,,,,
Drug Reaction,MEDIUM,weakness,skin rash,fever,itching,vomiting,,,
Drug Reaction,MEDIUM,itching,weakness,vomiting,fever,skin rash,,,
Drug Reaction,MEDIUM,weakness,fever,skin rash,vomiting,itching,,,
Drug Reaction,MEDIUM,fever,itching,skin rash,vomiting,weakness,,,
Drug Reaction,MEDIUM,vomiting,weakness,skin rash,itching,,,,
Drug Reaction,MEDIUM,weakness,fever,vomiting,itching,,,,
Drug Reaction,MEDIUM,fever,skin rash,vomiting,itching,weakness,,,
Drug Reaction,MEDIUM,weakness,skin rash,vomiting,fever,,,,
Drug Reaction,MEDIUM,itching,weakness,vomiting,,,,,
Drug Reaction,MEDIUM,fever,vomiting,itching,weakness,skin rash,,,
Drug Reaction,MEDIUM,fever,itching,weakness,skin rash,,,,
Drug Reaction,MEDIUM,skin rash,vomiting,weakness,,,,,
Drug Reaction,MEDIUM,fever,vomiting,itching,weakness,skin rash,,,
Drug Reaction,MEDIUM,weakness,vomiting,skin rash,itching,,,,
Drug Reaction,MEDIUM,skin rash,fever,itching,weakness,vomiting,,,
Drug Reaction,MEDIUM,skin rash,weakness,itching,fever,,,,
Drug Reaction,MEDIUM,fever,vomiting,skin rash,,,,,
Drug Reaction,MEDIUM,skin rash,vomiting,weakness,fever,,,,
Drug Reaction,MEDIUM,skin rash,itching,vomiting,weakness,fever,,,
Drug Reaction,MEDIUM,vomiting,fever,skin rash,,,,,
Drug Reaction,MEDIUM,itching,fever,skin rash,weakness,vomiting,,,
Common Cold,LOW,headache,sore throat,fatigue,runny nose,cough,,,
Common Cold,LOW,fatigue,sore throat,headache,cough,runny nose,,,
Common Cold,LOW,fatigue,headache,cough,,,,,
Common Cold,LOW,sore throat,fatigue,cough,headache,runny nose,,,
Common Cold,LOW,sore throat,runny nose,cough,,,,,
Common Cold,LOW,cough,sore throat,fatigue,runny nose,headache,,,
Common Cold,LOW,headache,runny nose,sore throat,cough,,,,
Common Cold,LOW,runny nose,headache,fatigue,cough,,,,
Common Cold,LOW,runny nose,cough,fatigue,sore throat,headache,,,
Common Cold,LOW,fatigue,sore throat,runny nose,cough,,,,
Common Cold,LOW,cough,headache,runny nose,sore throat,fatigue,,,
Common Cold,LOW,fatigue,headache,runny nose,sore throat,cough,,,
Common Cold,LOW,sore throat,cough,fatigue,runny nose,,,,
Common Cold,LOW,runny nose,headache,cough,,,,,
Common Cold,LOW,fatigue,runny nose,headache,cough,,,,
Common Cold,LOW,runny nose,cough,sore throat,headache,,,,
Common Cold,LOW,fatigue,runny nose,sore throat,headache,,,,
Common Cold,LOW,sore throat,fatigue,headache,,,,,
Common Cold,LOW,headache,fatigue,sore throat,cough,,,,
Common Cold,LOW,headache,cough,fatigue,sore throat,,,,
Common Cold,LOW,sore throat,fatigue,runny nose,headache,,,,
Common Cold,LOW,cough,sore throat,headache,runny nose,,,,
Common Cold,LOW,fatigue,headache,sore throat,runny nose,,,,
Common Cold,LOW,cough,runny nose,sore throat,,,,,
Common Cold,LOW,fatigue,headache,sore throat,cough,runny nose,,,
Common Cold,LOW,fatigue,sore throat,runny nose,cough,headache,,,
Common Cold,LOW,sore throat,cough,headache,runny nose,,,,
Common Cold,LOW,fatigue,sore throat,headache,,,,,
Common Cold,LOW,runny nose,sore throat,cough,fatigue,,,,
Common Cold,LOW,runny nose,sore throat,cough,,,,,
Common Cold,LOW,cough,fatigue,sore throat,runny nose,headache,,,
Common Cold,LOW,runny nose,cough,headache,sore throat,fatigue,,,
Common Cold,LOW,runny nose,headache,cough,sore throat,,,,
Common Cold,LOW,fatigue,cough,headache,sore throat,,,,
Common Cold,LOW,runny nose,fatigue,headache,cough,sore throat,,,
Common Cold,LOW,sore throat,headache,runny nose,,,,,
Common Cold,LOW,sore throat,fatigue,cough,,,,,
Common Cold,LOW,headache,runny nose,cough,sore throat,fatigue,,,
Common Cold,LOW,sore throat,cough,fatigue,runny nose,,,,
Common Cold,LOW,fatigue,cough,headache,runny nose,,,,
Common Cold,LOW,sore throat,cough,fatigue,runny nose,,,,
Common Cold,LOW,fatigue,cough,sore throat,,,,,
Common Cold,LOW,headache,sore throat,fatigue,runny nose,,,,
Common Cold,LOW,fatigue,runny nose,headache,cough,sore throat,,,
Common Cold,LOW,sore throat,cough,headache,runny nose,fatigue,,,
Common Cold,LOW,cough,runny nose,headache,fatigue,sore throat,,,
Common Cold,LOW,cough,runny nose,sore throat,,,,,
Common Cold,LOW,fatigue,headache,cough,runny nose,,,,
Common Cold,LOW,sore throat,runny nose,cough,headache,,,,
Common Cold,LOW,fatigue,sore throat,runny nose,cough,headache,,,
Common Cold,LOW,sore throat,fatigue,runny nose,cough,,,,
Common Cold,LOW,cough,sore throat,headache,fatigue,,,,
Common Cold,LOW,sore throat,fatigue,cough,headache,runny nose,,,
Common Cold,LOW,fatigue,sore throat,cough,headache,,,,
Common Cold,LOW,headache,cough,runny nose,,,,,
Common Cold,LOW,fatigue,sore throat,cough,runny nose,headache,,,
Common Cold,LOW,sore throat,runny nose,headache,fatigue,,,,
Common Cold,LOW,cough,headache,sore throat,fatigue,runny nose,,,
Common Cold,LOW,runny nose,sore throat,cough,,,,,
Common Cold,LOW,headache,cough,runny nose,fatigue,,,,
Common Cold,LOW,sore throat,headache,cough,fatigue,runny nose,,,
Common Cold,LOW,headache,sore throat,cough,fatigue,runny nose,,,
Common Cold,LOW,sore throat,runny nose,headache,fatigue,cough,,,
Common Cold,LOW,runny nose,fatigue,sore throat,headache,,,,
Common Cold,LOW,runny nose,headache,sore throat,cough,,,,
Common Cold,LOW,fatigue,runny nose,sore throat,,,,,
Common Cold,LOW,headache,sore throat,cough,fatigue,,,,
Common Cold,LOW,runny nose,headache,fatigue,sore throat,,,,
Common Cold,LOW,fatigue,cough,sore throat,runny nose,headache,,,
Common Cold,LOW,runny nose,cough,sore throat,,,,,
Common Cold,LOW,sore throat,fatigue,runny nose,cough,,,,
Common Cold,LOW,headache,sore throat,cough,runny nose,fatigue,,,
Common Cold,LOW,runny nose,cough,fatigue,headache,sore throat,,,
Common Cold,LOW,cough,fatigue,headache,sore throat,,,,
Common Cold,LOW,headache,runny nose,sore throat,cough,fatigue,,,
Common Cold,LOW,sore throat,fatigue,runny nose,,,,,
Common Cold,LOW,runny nose,fatigue,headache,cough,,,,
Common Cold,LOW,runny nose,sore throat,fatigue,cough,headache,,,
Common Cold,LOW,cough,fatigue,headache,,,,,
Common Cold,LOW,cough,sore throat,headache,runny nose,,,,
Allergy,LOW,sneezing,runny nose,skin rash,itching,,,,
Allergy,LOW,skin rash,sneezing,itching,runny nose,,,,
Allergy,LOW,watery eyes,skin rash,itching,runny nose,,,,
Allergy,LOW,runny nose,sneezing,watery eyes,,,,,
Allergy,LOW,itching,skin rash,watery eyes,,,,,
Allergy,LOW,sneezing,watery eyes,runny nose,skin rash,itching,,,
Allergy,LOW,skin rash,watery eyes,itching,sneezing,runny nose,,,
Allergy,LOW,itching,watery eyes,runny nose,,,,,
Allergy,LOW,sneezing,runny nose,skin rash,,,,,
Allergy,LOW,itching,skin rash,runny nose,sneezing,watery eyes,,,
Allergy,LOW,itching,runny nose,sneezing,skin rash,,,,
